,comments,sentiment,tokens
23100,첫 번 째 저런 새끼도 살겠다고 벨트 매고 댕기네,1,"['첫', '번', '째', '저런', '새끼', '도', '살겠다고', '벨트', '매고', '댕기', '네']"
23101,언어 섞어 쓰는 게 너무 공감이 가네요 ㅋㅋㅋㅋ 오늘 중 제일기분 좋은 13분이었습니다,0,"['언어', '섞어', '쓰는', '게', '너무', '공감', '이', '가네요', 'ㅋㅋㅋㅋ', '오늘', '중', '제', '일', '기분', '좋은', '13분', '이었습니다']"
23102,말투 ㅈ 같네,1,"['말투', 'ㅈ', '같네']"
23103,진짜 저런 거 보면 나는 남잔 데 엄마하고 싶다,0,"['진짜', '저런', '거', '보면', '나', '는', '남잔', '데', '엄마', '하고', '싶다']"
23104,ㅋㅋ 뷰응신들 같네,1,"['ㅋㅋ', '뷰응', '신들', '같네']"
23105,진짜 미친 새낀 가ㅠㅠ,1,"['진짜', '미친', '새', '낀', '가', 'ㅠㅠ']"
23106,4번 완전 개ㅁㅊㄴ 아님,1,"['4', '번', '완전', '개', 'ㅁㅊㄴ', '아님']"
23107,유투브 보면서 여성분이 멋있다라고 생각한 적이 처음입니다,0,"['유투브', '보면서', '여성', '분', '이', '멋있다라고', '생각', '한', '적', '이', '처음', '입니다']"
23108,사냥개는 가마솥에,1,"['사냥개', '는', '가마솥', '에']"
23109,김희선 모유먹고 싶네요 본인 피셜로 천장까지 솟구친다고 미우새에서 말함,1,"['김희선', '모유', '먹고', '싶네요', '본인', '피셜', '로', '천장', '까지', '솟구친다고', '미우', '새', '에서', '말함']"
23110,다른 분은 몰라도 고딩은 전문성 우분이 신 줄 알았는데 대 박 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,"['다른', '분', '은', '몰라도', '고딩', '은', '전문성', '우', '분', '이', '신', '줄', '알았는데', '대', '박', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
23111,싸기지 없네 송중기,1,"['싸기지', '없네', '송중기']"
23112,한일전 이 겼네요,0,"['한일전', '이', '겼네요']"
23113,지금 저렇게 여자들 싸움에 남자가 껴들었다가는 잘못하면 인생 ㅈ될 수도 있음 저건 옛날이라 가능,1,"['지금', '저렇게', '여자', '들', '싸움', '에', '남자', '가', '껴', '들었다가는', '잘못', '하면', '인생', 'ㅈ', '될', '수도', '있음', '저건', '옛날', '이라', '가능']"
23114,시벌,1,['시벌']
23115,기획사 못지않게 놀면 뭐하니 에서 최고의 하모니 멋진그룹이 나왔네요 김태호 피디님 유야호님 최고입니다 그리고 이 그룹 방송에서 계속 볼 수 있게 해주세요,0,"['기획사', '못지않게', '놀면', '뭐', '하니', '에서', '최고', '의', '하모니', '멋진', '그룹', '이', '나왔네요', '김태호', '피디', '님', '유', '야호', '님', '최고', '입니다', '그리고', '이', '그룹', '방송', '에서', '계속', '볼', '수', '있게', '해주세요']"
23116,저거 진짜 흥미진진하게 봤는데,0,"['저', '거', '진짜', '흥미진진', '하게', '봤는데']"
23117,아직도 저런 쓰레기들이 있네,1,"['아직도', '저런', '쓰레기', '들', '이', '있네']"
23118,왼손으로 가드 열고 오른손 펀치 턱에 고수다,0,"['왼손', '으로', '가드', '열고', '오른손', '펀치', '턱', '에', '고수', '다']"
23119,하여간 50 넘은 썅년들은 운전대 주면 안 됨,1,"['하여간', '50', '넘은', '썅년', '들', '은', '운전대', '주면', '안', '됨']"
23120,또 또 발 담그는 문죄인이 아주 찌질해,1,"['또', '또', '발', '담그는', '문죄인', '이', '아주', '찌질해']"
23121,자아도취 남은 당장 컨텐츠를 내놔라 맡겨놨음 여튼 그럼,0,"['자아도취', '남은', '당장', '컨텐츠', '를', '내놔라', '맡겨놨음', '여', '튼', '그럼']"
23122,5350350 외모 이야기 하는 거 안 좋은 거 아는데 너무 잘생기셨다 ㄷㄷ,0,"['5350350', '외모', '이야기', '하는', '거', '안', '좋은', '거', '아는데', '너무', '잘생기셨다', 'ㄷㄷ']"
23123,공부는 학생이 하는 게 토론은 정부랑 학부모가 하네ㅋㅋㅋ,0,"['공부', '는', '학생', '이', '하는', '게', '토론', '은', '정부', '랑', '학부모', '가', '하네', 'ㅋㅋㅋ']"
23124,아 스포,0,"['아', '스포']"
23125,피해자라고 주장하는 사람이 주차한 곳 주정차 금지구역 아닌가요 저렇게 법을 어 기고 교통 혼란을 초래하니 귀신이 견인해가지요,0,"['피해자', '라고', '주장', '하는', '사람', '이', '주차', '한', '곳', '주', '정차', '금지', '구역', '아닌가요', '저렇게', '법', '을', '어', '기고', '교통', '혼란', '을', '초래', '하니', '귀신', '이', '견인', '해가지요']"
23126,야야야 꺼져,1,"['야야', '야', '꺼져']"
23127,싸이코 아니냐 웃는 가보면,1,"['싸이코', '아니냐', '웃는', '가보면']"
23128,올림픽 배구 중계 너무 잘 보고 있어요 이런 영상들로 인해 배구에 대한 관심을 더 이어갈 수 있는 것 같아 요 감사합니다 송이 선수 화이팅 유미해설위원님도 화이팅 올림픽 끝난 후 선수들끼리에피소드 같은 거 소소하게 공유하는 컨텐츠해주세요 선수들이 모이기 힘들다면 전화 연결 줌 미팅 영상통화 등으로 하는 것도 좋을 것 같아요,0,"['올림픽', '배구', '중계', '너무', '잘', '보고', '있어요', '이런', '영상', '들', '로', '인해', '배구', '에', '대한', '관심', '을', '더', '이어', '갈', '수', '있는', '것', '같아', '요', '감사합니다', '송이', '선수', '화이팅', '유미', '해설위원', '님', '도', '화이팅', '올림픽', '끝난', '후', '선수', '들', '끼리', '에피소드', '같은', '거', '소소하게', '공유', '하는', '컨텐츠', '해주세요', '선수', '들', '이', '모', '이기', '힘들다면', '전화', '연결', '줌', '미팅', '영상통화', '등', '으로', '하는', '것', '도', '좋을', '것', '같아요']"
23129,집 구석에서 밥이나 해라 도로 나오지 말고,1,"['집', '구석', '에서', '밥', '이나', '해', '라', '도로', '나오지', '말고']"
23130,실검에서 좀 내려라 이 잡것들 조작 ㅈㄴ 하네,1,"['실검', '에서', '좀', '내려라', '이', '잡것', '들', '조작', 'ㅈㄴ', '하네']"
23131,저택시 손님 이 친 것 아이가 뒤져봐야 정신차리나 아 뒤지면 모르제,1,"['저', '택시', '손님', '이', '친', '것', '아이', '가', '뒤져', '봐야', '정신차리나', '아', '뒤지면', '모르', '제']"
23132,아 진짜 또 라이,1,"['아', '진짜', '또', '라이']"
23133,국회의원 놈들아 이런 것 좀 신경 써서 법 좀 바꿔 허구헌 날 지들끼리 싸우지 말고 수박 새끼들아,1,"['국회의원', '놈', '들', '아', '이런', '것', '좀', '신경', '써서', '법', '좀', '바꿔', '허구', '헌', '날', '지', '들', '끼리', '싸우지', '말고', '수박', '새끼', '들', '아']"
23134,ㅈㄴ 귀엽다,0,"['ㅈㄴ', '귀엽다']"
23135,ㅇㅈ 찬 이가 맞는 말 했습니다,0,"['ㅇㅈ', '찬', '이', '가', '맞는', '말', '했습니다']"
23136,새벽 언니 잊지 못할 것 같아 요 살면서 생각나는 사람일 것 같네요 잘 지내고 있길,0,"['새벽', '언니', '잊지', '못', '할', '것', '같아', '요', '살면서', '생각나는', '사람', '일', '것', '같네요', '잘', '지내고', '있길']"
23137,ㅈㄲ 세여,1,"['ㅈㄲ', '세', '여']"
23138,니 애비도 니 핼애비비도 꼰대다,1,"['니', '애비', '도', '니', '핼', '애비', '비도', '꼰대', '다']"
23139,장윤정 만나서 사람 됐지 오죽하면 장윤정이 결혼 조건으로 프리 선언 금지 퇴사 금지 걸었겠냐 얘도 한 때는 많이 놀았다든 데,1,"['장윤정', '만나서', '사람', '됐지', '오죽하면', '장윤정', '이', '결혼', '조건', '으로', '프리', '선언', '금지', '퇴사', '금지', '걸었겠냐', '얘', '도', '한', '때', '는', '많이', '놀았다든', '데']"
23140,안보면 후회할 정도는 아닌데 수위는 바바티비가 ㅋㅋㅋ 진짜 지리긴 하더라,1,"['안보', '면', '후회', '할', '정도', '는', '아닌데', '수위', '는', '바바티', '비', '가', 'ㅋㅋㅋ', '진짜', '지리긴', '하더라']"
23141,이미 뒤 짐 찾지마,1,"['이미', '뒤', '짐', '찾지마']"
23142,ㅅㅂ 대한민국 문제 있다 나라에 우찌 국가유공자 경찰관 소방관 등의 지위가 이 리 떨어지냐 세금을 이런 대 처 쓰지 무슨 놈의 소상공인이나 걸레 창녀들한테 돈을 퍼주냐 참 내가 정치 탓 할 그런 신분은 아니지만서도 우리나라 정치인들 틀 딱이들 너무 많고 생각하는 거 보면 대 출신들 맞나 싶음 참고로 나도 번번 한 4년제 공대 출신이지만 경영학과를 준비하고 했지만 어찌 정 치인들에게서 저런 발상이 나오는지 한 심하고 자기들 연봉은 따박 따박 처 올리면서 참 어유,1,"['ㅅㅂ', '대한민국', '문제', '있다', '나라', '에', '우', '찌', '국가', '유공', '자', '경찰관', '소방관', '등', '의', '지위', '가', '이', '리', '떨어지냐', '세금', '을', '이런', '대', '처', '쓰지', '무슨', '놈', '의', '소', '상공', '인', '이나', '걸레', '창녀', '들', '한테', '돈', '을', '퍼주', '냐', '참', '내', '가', '정치', '탓', '할', '그런', '신분', '은', '아니지만', '서도', '우리나라', '정치', '인들', '틀', '딱', '이', '들', '너무', '많고', '생각', '하는', '거', '보면', '대', '출신', '들', '맞나', '싶음', '참고', '로', '나도', '번번', '한', '4년', '제', '공대', '출신', '이지만', '경영학', '과를', '준비', '하고', '했지만', '어찌', '정', '치인', '들', '에게서', '저런', '발상', '이', '나오는지', '한', '심하고', '자기', '들', '연봉', '은', '따', '박', '따', '박', '처', '올리면서', '참', '어유']"
23143,이동휘 엔딩 요정 ㅋㅋㅋㅋㅋ 벗어 재낄 때 기절해 벌임,0,"['이동휘', '엔딩', '요정', 'ㅋㅋㅋㅋㅋ', '벗어', '재', '낄', '때', '기절', '해', '벌임']"
23144,세상이 아름다워 보여 요 언니,0,"['세상', '이', '아름다워', '보여', '요', '언니']"
23145,호그와트 마법 학교에서 해리포터에게 떡볶이 장사하는 영국 남자 보는 거 같았어요 ㅋㅋㅋㅋ너무 잼 있었어요 컨텐츠 아이디어 완전 최고,0,"['호그와트', '마법', '학교', '에서', '해리포터', '에게', '떡볶이', '장사', '하는', '영국', '남자', '보는', '거', '같았어요', 'ㅋㅋㅋㅋ', '너무', '잼', '있었어요', '컨텐츠', '아이디어', '완전', '최고']"
23146,역시 좋은 사람이 많을 수록 개념 없는 사람들도 많은 가 보다,0,"['역시', '좋은', '사람', '이', '많을', '수록', '개념', '없는', '사람', '들', '도', '많은', '가', '보다']"
23147,생긴 거만 봐도 그냥 나쁜 놈인데 어떻게 연기자가 되었지 의문일세,1,"['생긴', '거만', '봐도', '그냥', '나쁜', '놈', '인데', '어떻게', '연기자', '가', '되었지', '의문', '일세']"
23148,면허 있는 김 여사보다 운전 잘하네,1,"['면허', '있는', '김', '여사', '보다', '운전', '잘', '하네']"
23149,한효주 미친년인가한효주 동생 검색해보면 서프라이즈,1,"['한효주', '미친', '년', '인가', '한효주', '동생', '검색', '해보면', '서프라이즈']"
23150,담배피는 여 자연예인들 아갈똥네,1,"['담배', '피는', '여', '자연', '예인', '들', '아', '갈', '똥', '네']"
23151,볼보 중국 차임ㅋㅋㅋㅋㅋㅋ,0,"['볼보', '중국', '차임', 'ㅋㅋㅋㅋㅋㅋ']"
23152,와 4번 아줌마 한 대 쥐어박고 싶다중앙선 침범 얘기하니까 그렇게 빨리 들어오는 법이 어디 있냐는 무식한 방법으로 대화를 하네ㅋㅋㅋㅋㅋㅋ 무튼 상품권 편안,1,"['와', '4', '번', '아줌마', '한', '대', '쥐어박고', '싶다', '중앙', '선', '침범', '얘기', '하니까', '그렇게', '빨리', '들어오는', '법', '이', '어디', '있냐는', '무식한', '방법', '으로', '대화', '를', '하네', 'ㅋㅋㅋㅋㅋㅋ', '무', '튼', '상품권', '편안']"
23153,무단횡단 하는 틀딱 노 땅 할 맹구 할아범 아지매 초딩 새끼들 뒤져도 합법이디,1,"['무단', '횡단', '하는', '틀', '딱', '노', '땅', '할', '맹구', '할아범', '아지', '매', '초딩', '새끼', '들', '뒤져도', '합법', '이', '디']"
23154,전형적인 한국 남자,1,"['전형', '적', '인', '한국', '남자']"
23155,로즈티비 수위가 미친 거 같은데 조절 좀 해야 하는 거 아님,1,"['로', '즈', '티비', '수위', '가', '미친', '거', '같은데', '조절', '좀', '해야', '하는', '거', '아님']"
23156,ㅋㅋㅋㅋㅋ 혼자 북 치고 장구치고 불편하면 보지마,0,"['ㅋㅋㅋㅋㅋ', '혼자', '북', '치고', '장구', '치고', '불편하면', '보지마']"
23157,일단 보통 미 친년들이 많이 있는데 사지를 찌져버리는 형벌이 시급하다,1,"['일단', '보통', '미', '친년', '들', '이', '많이', '있는데', '사지', '를', '찌져', '버리는', '형벌', '이', '시급하다']"
23158,오늘도 지하철은 훈훈하게 하루가 지나갑니다,0,"['오늘', '도', '지하철', '은', '훈훈하게', '하루', '가', '지나갑니다']"
23159,진짜 뒤지게 맞아 야 됨 ㄹㅇ,1,"['진짜', '뒤지게', '맞아', '야', '됨', 'ㄹㅇ']"
23160,너무 재밌어요 100만 예상해 봅니다,0,"['너무', '재밌어요', '100만', '예', '상해', '봅니다']"
23161,ㅋㅋ 웃긴 뇬이네 호텔방까지 따라간 뇬이,1,"['ㅋㅋ', '웃긴', '뇬', '이네', '호텔', '방', '까지', '따라간', '뇬', '이']"
23162,소중한 영상 올려주셔서 감사합니다 건님 모두가 새벽을 사랑해,0,"['소중한', '영상', '올려주셔서', '감사합니다', '건', '님', '모두', '가', '새벽', '을', '사랑', '해']"
23163,정수형 목소리 들을 수록 맛 깔난다,0,"['정수형', '목소리', '들을', '수록', '맛', '깔', '난다']"
23164,여기서 문제 윤석열은 도리도리를 총 몇 번 했을까요,0,"['여기', '서', '문제', '윤석열', '은', '도리', '도리', '를', '총', '몇', '번', '했을까요']"
23165,나라도 빡치지 바비킴은 시 발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ 한국인들 종특이야 ㄹㅇ 을 입에 달고 살면서 실제로 ㄹㅇ인지는 체크하지도 않는 ㅂㅅ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,"['나라', '도', '빡치지', '바비킴', '은', '시', '발', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ', '한국', '인들', '종특', '이야', 'ㄹㅇ', '을', '입', '에', '달', '고', '살면서', '실제', '로', 'ㄹㅇ', '인지', '는', '체크', '하지도', '않는', 'ㅂㅅ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
23166,솔직히 마약하는 것보다 성폭행이 더 쪽팔린 죄다 빵 안에서도 강간범들은 인간 취급 안한다 하더라,1,"['솔직히', '마약', '하는', '것', '보다', '성폭행', '이', '더', '쪽팔린', '죄다', '빵', '안', '에서도', '강간범', '들', '은', '인간', '취급', '안', '한다', '하더라']"
23167,저 병신들 여기서도 이지랄하네 주작새끼들 ㅋㅋㅋ 매사가 장난인 년놈들끼리 지랄을 하네,1,"['저', '병신', '들', '여기서도', '이', '지랄', '하', '네', '주', '작', '새끼', '들', 'ㅋㅋㅋ', '매사', '가', '장난', '인', '년놈', '들', '끼리', '지랄', '을', '하네']"
23168,차가 얼마나 싸구려면 저지랄을 하겠노,1,"['차가', '얼마나', '싸구려', '면', '저', '지랄', '을', '하겠노']"
23169,윤석열 전 총장님 말씀에 감동 받았습니다 자유국가는 아름답게 성장합니다 듣던 중 속이 시원합니다,0,"['윤석열', '전', '총장', '님', '말씀', '에', '감동', '받았습니다', '자유', '국가', '는', '아름답게', '성장합니다', '듣던', '중', '속이', '시원합니다']"
23170,김수미 개꼰대 역겹다,1,"['김수미', '개꼰대', '역겹다']"
23171,발발이 샠기,1,"['발발', '이', '샠기']"
23172,홍준아 말 해보라고 ㅋㅋㅋㅋㅋ우리집 똥개보다 못한 지능이라 말 못하는 거야 ㅋㅋㅋㅋㅋ 함 짖어보라고 ㅋㅋㅋ,1,"['홍준', '아', '말', '해보라고', 'ㅋㅋㅋㅋㅋ', '우리', '집', '똥개', '보다', '못', '한', '지능', '이라', '말', '못', '하는', '거야', 'ㅋㅋㅋㅋㅋ', '함', '짖어', '보라', '고', 'ㅋㅋㅋ']"
23173,이경규 저 예언이 맞았으 여자애들 누워서 방송함 ㅋㅋ 야 한 옷 입고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,"['이경규', '저', '예언', '이', '맞았으', '여자애', '들', '누워서', '방송', '함', 'ㅋㅋ', '야', '한', '옷', '입고', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
23174,언넝 백신들 맞으세요ㅋ전 화이자 1차까지 완료,0,"['언넝', '백', '신들', '맞으세요', 'ㅋ', '전', '화이자', '1', '차', '까지', '완료']"
23175,님도 사과티 비 보셨음 저도요 와 진짜 쩔어버렸네,-1,"['님', '도', '사과', '티', '비', '보셨음', '저', '도', '요', '와', '진짜', '쩔어', '버렸네']"
23176,겁나 잘 보이는 데,0,"['겁나', '잘', '보이는', '데']"
23177,제가 더욱 화나는 것은 피해자 분께서 저 추학한 욕망의 간부들이 정의의 심판을 받는 모습을 보시지 못하고 안타깝게 세상을 등지셨다는 사실입니다 왜 항상 대한민국은 당하는 사람만 당해야 하는 가 정말 개탄스럽습니다,0,"['제', '가', '더욱', '화나는', '것', '은', '피해자', '분', '께서', '저', '추학', '한', '욕망', '의', '간부', '들', '이', '정의', '의', '심판', '을', '받는', '모습', '을', '보시', '지', '못', '하고', '안타깝게', '세상', '을', '등', '지셨다는', '사실', '입니다', '왜', '항상', '대한민국', '은', '당하는', '사람', '만', '당해야', '하는', '가', '정말', '개탄', '스럽습니다']"
23178,이휘재는 씨 발 구제 불능이 네 제발 나락 갔으면,1,"['이휘재', '는', '씨', '발', '구제', '불능', '이', '네', '제발', '나락', '갔으면']"
23179,스탑하고 반칙으로 경고를 주고 재개 했어야죠,0,"['스탑', '하고', '반칙', '으로', '경고', '를', '주고', '재개', '했어야죠']"
23180,가족의 품으로 돌아오길,0,"['가족', '의', '품', '으로', '돌아오길']"
23181,백만 원이면 주문 폭주할 듯 싶은데 직원을 고용해 더 한 달에 200인데,0,"['백만', '원', '이면', '주문', '폭주', '할', '듯', '싶은데', '직원', '을', '고용', '해', '더', '한', '달', '에', '200', '인데']"
23182,전부 범죄자 네 씨 발럼들,1,"['전부', '범죄자', '네', '씨', '발럼', '들']"
23183,배빵 몇 대 갈기면 똥오줌 지릴 년들이 ㄹㅇㅋㅋㅋㅋㅋㅋㅋ,1,"['배빵', '몇', '대', '갈기', '면', '똥', '오줌', '지릴', '년', '들', '이', 'ㄹㅇㅋㅋㅋㅋㅋㅋㅋ']"
23184,13번 화물 트럭 진짜 노 양심 틀 딱 ㅡㅡ 강냉이 다 털어서 틀니 압수 해 벌라 진짜 ㅡㅡ,1,"['13', '번', '화물', '트럭', '진짜', '노', '양심', '틀', '딱', 'ㅡㅡ', '강냉이', '다', '털어서', '틀니', '압수', '해', '벌', '라', '진짜', 'ㅡㅡ']"
23185,저런 애들은 맥그리거가 그냥 패서 떡으로 만들어야 함,1,"['저런', '애', '들', '은', '맥그리거', '가', '그냥', '패', '서', '떡', '으로', '만들어야', '함']"
23186,원피제 취향이예요 영상 너무 부드러운 느낌이네요,0,"['원', '피제', '취향', '이', '예요', '영상', '너무', '부드러운', '느낌이네요']"
23187,하산,0,['하산']
23188,느 그들 제발 모르면 나대지마 ㅋㅋㅋㅋㅋㅈㄴ 웃기네,1,"['느', '그', '들', '제발', '모르면', '나대지마', 'ㅋㅋㅋㅋㅋㅈㄴ', '웃기', '네']"
23189,환영해요어서와 용 잘 때 없으면 우리 집 화장실에서 재워줄 꼐요,0,"['환영', '해요', '어서', '와', '용', '잘', '때', '없으면', '우리', '집', '화장실', '에서', '재워줄', '꼐', '요']"
23190,난 유가족들의 추함에 경악했다 악마들의 후예,1,"['난', '유가족', '들', '의', '추함에', '경악', '했다', '악마', '들', '의', '후예']"
23191,멀리서 보면 희극,0,"['멀리', '서', '보면', '희극']"
23192,육덕 몸매 맞방잼 있음 총알티비 ㄱㄱ,1,"['육덕', '몸매', '맞', '방잼', '있음', '총알', '티비', 'ㄱㄱ']"
23193,이휘재 병1신 새끼,1,"['이휘재', '병', '1', '신', '새끼']"
23194,몇일 전에 집 근처 지인 집에 불 났는데 구급대차가 6대가 귀농사년차에 집 근처에서 불나서 엄청 놀랬 근데 구급차 보고 깜놀 끝까지 마무리하시고 가시는 거 보고 너무 감사하고 고마웠어요,0,"['몇', '일', '전', '에', '집', '근처', '지인', '집', '에', '불', '났는데', '구급대', '차가', '6', '대가', '귀', '농사', '년차', '에', '집', '근처', '에서', '불나서', '엄청', '놀랬', '근데', '구급차', '보고', '깜놀', '끝', '까지', '마무리', '하시고', '가시는', '거', '보고', '너무', '감사하고', '고마웠어요']"
23195,채꾸님 같은 언니 있었으면 좋겠다,0,"['채꾸님', '같은', '언니', '있었으면', '좋겠다']"
23196,어휴 시발,1,"['어휴', '시발']"
23197,저런 쌍놈은 사형도 아깝다,1,"['저런', '쌍놈', '은', '사형', '도', '아깝다']"
23198,진짜 레전드 멋지다 완벽하다,0,"['진짜', '레전드', '멋지다', '완벽하다']"
23199,설쳐도 꼭 ㅈ밥들이 설치지 ㅉㅉ,1,"['설쳐도', '꼭', 'ㅈ', '밥', '들', '이', '설치', '지', 'ㅉㅉ']"
23200,왜 저게 벌금이지,0,"['왜', '저', '게', '벌금', '이지']"
23201,얼음이 너무 많은 거 같애 ㅠㅠ,0,"['얼음', '이', '너무', '많은', '거', '같', '애', 'ㅠㅠ']"
23202,우리 동네에 저런 미친 놈이 있었다니,1,"['우리', '동네', '에', '저런', '미친', '놈', '이', '있었다니']"
23203,ㅋㅋㅋ ㅅㅂ,1,"['ㅋㅋㅋ', 'ㅅㅂ']"
23204,알람 뜨자마자 바로 왔습니 당 결론 근맹님 소영 언니한테 잘해주세요 ㅎㅎㅎㅎㅎ 이거보니까 결혼하고 싶ㅎㅎㅎ,0,"['알람', '뜨자마자', '바로', '왔', '습', '니', '당', '결론', '근', '맹', '님', '소영', '언니', '한테', '잘', '해주세요', 'ㅎㅎㅎㅎㅎ', '이', '거보', '니까', '결혼', '하고', '싶', 'ㅎㅎㅎ']"
23205,왜 커피에 우유를 많이 넣어 합니까,0,"['왜', '커피', '에', '우유', '를', '많이', '넣어', '합', '니까']"
23206,편집이 ㅠ 어지러워요 ㅠ 한국에 들어온 이상 고가 차량도 현기와 다를 바 없다,0,"['편집', '이', 'ㅠ', '어지러워요', 'ㅠ', '한국', '에', '들어온', '이상', '고가', '차량', '도', '현기', '와', '다를', '바', '없다']"
23207,아니 9회초까지 보다 잔 나는 뭐가 되니,0,"['아니', '9회', '초까지', '보다', '잔', '나', '는', '뭐', '가', '되니']"
23208,그건 니 ㅇㅁ인 듯,1,"['그건', '니', 'ㅇㅁ', '인', '듯']"
23209,에휴 개 돼지들 무혐의 나오니까 바로 태세 전환하죠 이러니 결과가 나올 때까지 기다려봐야 한다니까,1,"['에', '휴', '개', '돼지', '들', '무혐의', '나오니까', '바로', '태세', '전환', '하죠', '이러니', '결과', '가', '나올', '때', '까지', '기다려', '봐야', '한다니까']"
23210,한국인 여기 있듬,0,"['한국인', '여기', '있듬']"
23211,무도에서 봤던 꼬마애가 벌써 이렇게 나라를 대표해서 나가는 보니까 가슴이 웅장해진 다 더더욱 잘 됬으면 좋갰다,0,"['무도', '에서', '봤던', '꼬마', '애가', '벌써', '이렇게', '나라', '를', '대표', '해서', '나가는', '보', '니까', '가슴', '이', '웅장', '해진', '다', '더', '더욱', '잘', '됬으면', '좋', '갰다']"
23212,이 나라에서는 꼭 누가 죽어야 이렇게 잠시나마 화제가 되더라 이마저도 나중에 가면 소리 소문 없이 잊혀 짐 어 메이징한 나라다 정말,0,"['이', '나라', '에서는', '꼭', '누가', '죽어야', '이렇게', '잠시', '나마', '화제', '가', '되더라', '이', '마저도', '나중', '에', '가면', '소리', '소문', '없이', '잊혀', '짐', '어', '메이', '징', '한', '나라', '다', '정말']"
23213,삼가 고인의 명복을 빕니 다 치료 중인 소방대원분들도 쾌차하시길 빕니 다 너무 마음이 아픕니다,0,"['삼가', '고인', '의', '명복', '을', '빕니', '다', '치료', '중인', '소방', '대원', '분들', '도', '쾌차', '하시길', '빕니', '다', '너무', '마음', '이', '아픕니다']"
23214,와 처 웃고 있네,1,"['와', '처', '웃고', '있네']"
23215,저 댕댕이 개념 없네 치 여놓고 아무렇지도 않게 일어나 가던 길 가네 저런 무개념 댕댕이 때문에 좆냥이파가 욕하는 거임,1,"['저', '댕댕', '이', '개념', '없네', '치', '여놓고', '아무렇지도', '않게', '일어나', '가던', '길', '가네', '저런', '무', '개념', '댕댕', '이', '때문', '에', '좆', '냥', '이', '파가', '욕', '하는', '거임']"
23216,8622803020302 ㅋㅋㅋㅋㅋㅋㅋ 아난이 언니가 왜 케웃긴 지 모르겠음 진짜 ㅋㅋㅋ귀엽고 멋있고 재밌고 다해라 연경스,0,"['8622803020302', 'ㅋㅋㅋㅋㅋㅋㅋ', '아난', '이', '언니', '가', '왜', '케웃긴', '지', '모르겠음', '진짜', 'ㅋㅋㅋ', '귀엽고', '멋있고', '재밌고', '다해', '라', '연', '경', '스']"
23217,뭔 빽빽이야 ㅁㅊ년 후방에 과 속하는 차에 후두부 가격당하길,1,"['뭔', '빽빽', '이야', 'ㅁㅊ', '년', '후방', '에', '과', '속', '하는', '차', '에', '후', '두부', '가격', '당하길']"
23218,맨 오른쪽 분 창문으로 얼굴 비쳐요,0,"['맨', '오른쪽', '분', '창문', '으로', '얼굴', '비쳐요']"
23219,대학 수업 시간 때 담배폈으니 문제인 겨 난독증 쿵쾅 메갈아,1,"['대학', '수업', '시간', '때', '담배', '폈으니', '문제', '인', '겨', '난독증', '쿵쾅', '메', '갈아']"
23220,여기서 졌으면 탈락인가요,0,"['여기', '서', '졌으면', '탈락', '인가요']"
23221,여자가 미 친년이 네 그 새끼가 그렇게 한 여자가 너 하나뿐이겠느냐 넌 사람을 너무 믿었는 게 죄야,1,"['여자', '가', '미', '친년', '이', '네', '그', '새끼', '가', '그렇게', '한', '여자', '가', '너', '하나', '뿐이겠느냐', '넌', '사람', '을', '너무', '믿었는', '게', '죄', '야']"
23222,어질어질하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,"['어질어질하네', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
23223,나경원 다 싫어하는구나 엄마들이 우습게 보이나 보네 엄마들 얕 봤구만,0,"['나경원', '다', '싫어하는구나', '엄마', '들', '이', '우습게', '보이', '나', '보네', '엄마', '들', '얕', '봤구만']"
23224,오우 춤 보려는데 집중이 안 되네 ㅋㅋㅋ 넘 이 쁘당,0,"['오우', '춤', '보려는데', '집중', '이', '안', '되네', 'ㅋㅋㅋ', '넘', '이', '쁘당']"
23225,ㅋㅋ 부러워 신경 안쓰면 될 것을 혁명 ㅇㅈㄹ 만화 그만쳐봐,1,"['ㅋㅋ', '부러워', '신경', '안', '쓰면', '될', '것', '을', '혁명', 'ㅇㅈㄹ', '만화', '그만', '쳐', '봐']"
